%Training dataset,Shuffle number,Training epochs,Detector epochs (TD only),pcutoff,train rmse,train rmse_pcutoff,train mAP,train mAR,test rmse,test rmse_pcutoff,test mAP,test mAR
0.95,2,20,130,0.6,3.8,3.47,98.61,99.08,6.66,7.0,100.0,100.0
