scorer,DLC_HrnetW32_deeplabcut testApr6shuffle2_detector_130_snapshot_020,DLC_HrnetW32_deeplabcut testApr6shuffle2_detector_130_snapshot_020,DLC_HrnetW32_deeplabcut testApr6shuffle2_detector_130_snapshot_020,DLC_HrnetW32_deeplabcut testApr6shuffle2_detector_130_snapshot_020,DLC_HrnetW32_deeplabcut testApr6shuffle2_detector_130_snapshot_020,DLC_HrnetW32_deeplabcut testApr6shuffle2_detector_130_snapshot_020,DLC_HrnetW32_deeplabcut testApr6shuffle2_detector_130_snapshot_020,DLC_HrnetW32_deeplabcut testApr6shuffle2_detector_130_snapshot_020,DLC_HrnetW32_deeplabcut testApr6shuffle2_detector_130_snapshot_020,DLC_HrnetW32_deeplabcut testApr6shuffle2_detector_130_snapshot_020,DLC_HrnetW32_deeplabcut testApr6shuffle2_detector_130_snapshot_020,DLC_HrnetW32_deeplabcut testApr6shuffle2_detector_130_snapshot_020,DLC_HrnetW32_deeplabcut testApr6shuffle2_detector_130_snapshot_020,DLC_HrnetW32_deeplabcut testApr6shuffle2_detector_130_snapshot_020,DLC_HrnetW32_deeplabcut testApr6shuffle2_detector_130_snapshot_020,DLC_HrnetW32_deeplabcut testApr6shuffle2_detector_130_snapshot_020,DLC_HrnetW32_deeplabcut testApr6shuffle2_detector_130_snapshot_020,DLC_HrnetW32_deeplabcut testApr6shuffle2_detector_130_snapshot_020,DLC_HrnetW32_deeplabcut testApr6shuffle2_detector_130_snapshot_020,DLC_HrnetW32_deeplabcut testApr6shuffle2_detector_130_snapshot_020,DLC_HrnetW32_deeplabcut testApr6shuffle2_detector_130_snapshot_020,DLC_HrnetW32_deeplabcut testApr6shuffle2_detector_130_snapshot_020,DLC_HrnetW32_deeplabcut testApr6shuffle2_detector_130_snapshot_020,DLC_HrnetW32_deeplabcut testApr6shuffle2_detector_130_snapshot_020,DLC_HrnetW32_deeplabcut testApr6shuffle2_detector_130_snapshot_020,DLC_HrnetW32_deeplabcut testApr6shuffle2_detector_130_snapshot_020,DLC_HrnetW32_deeplabcut testApr6shuffle2_detector_130_snapshot_020,DLC_HrnetW32_deeplabcut testApr6shuffle2_detector_130_snapshot_020,DLC_HrnetW32_deeplabcut testApr6shuffle2_detector_130_snapshot_020,DLC_HrnetW32_deeplabcut testApr6shuffle2_detector_130_snapshot_020,DLC_HrnetW32_deeplabcut testApr6shuffle2_detector_130_snapshot_020,DLC_HrnetW32_deeplabcut testApr6shuffle2_detector_130_snapshot_020,DLC_HrnetW32_deeplabcut testApr6shuffle2_detector_130_snapshot_020,DLC_HrnetW32_deeplabcut testApr6shuffle2_detector_130_snapshot_020,DLC_HrnetW32_deeplabcut testApr6shuffle2_detector_130_snapshot_020,DLC_HrnetW32_deeplabcut testApr6shuffle2_detector_130_snapshot_020,DLC_HrnetW32_deeplabcut testApr6shuffle2_detector_130_snapshot_020,DLC_HrnetW32_deeplabcut testApr6shuffle2_detector_130_snapshot_020,DLC_HrnetW32_deeplabcut testApr6shuffle2_detector_130_snapshot_020
bodyparts,nose,nose,nose,left_ear,left_ear,left_ear,right_ear,right_ear,right_ear,head,head,head,neck,neck,neck,left_center,left_center,left_center,center,center,center,right_center,right_center,right_center,left_butt,left_butt,left_butt,right_butt,right_butt,right_butt,tail_start,tail_start,tail_start,tail_mid,tail_mid,tail_mid,tail_end,tail_end,tail_end
coords,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood
0,958.2011,627.25885,0.50388783,982.5379,636.99286,0.5468846,996.74506,613.2146,0.5399772,987.90356,622.8861,0.5244565,1001.981,626.3338,0.39958453,1043.5736,668.84717,0.70498085,1048.6542,635.90454,0.58620995,1054.7646,626.1188,0.502887,1074.5459,684.9849,0.83629036,1095.789,632.297,0.5422559,1104.8561,660.653,0.83578163,1158.7947,695.68243,0.7236575,1225.2429,707.8814,0.9370335
1,954.7106,624.7123,0.53195316,984.53314,644.40826,0.55312586,994.4473,616.2727,0.5792593,985.0446,622.39105,0.5154103,1000.1583,627.1714,0.38325432,1042.4923,668.2681,0.6991177,1046.5441,637.31323,0.59296066,1047.2458,624.2301,0.52075607,1073.5563,684.94037,0.8393527,1095.3438,632.5356,0.54809463,1103.6876,665.38043,0.84463215,1158.7466,695.4469,0.7375437,1219.9224,704.86127,0.97710794
2,952.87366,619.0122,0.5297647,986.3869,641.6323,0.57734704,995.6688,611.54474,0.5728491,987.2251,620.99133,0.5283807,1000.519,625.8339,0.39782625,1042.7856,667.9246,0.7161203,1047.7035,635.8893,0.58429325,1053.3413,624.70917,0.5190023,1074.6023,685.089,0.8546033,1092.022,635.0359,0.5474723,1104.698,665.65466,0.8315983,1159.5973,696.4978,0.7247937,1220.1965,704.77386,0.9678697
3,956.8423,618.07635,0.47886124,983.42993,635.07465,0.5358833,997.999,610.6881,0.5379055,987.52234,619.47345,0.5306808,1002.4455,625.1497,0.38843137,1042.4388,667.24744,0.68716025,1048.2325,637.9038,0.59363526,1049.4368,624.3358,0.5125777,1072.2341,685.78143,0.85346025,1094.646,633.6267,0.5601574,1102.0497,666.9382,0.8514113,1153.0333,697.0467,0.74604845,1219.2732,704.7029,0.9801697
4,954.64874,618.05615,0.519811,988.12146,640.99396,0.56945777,996.8953,609.3212,0.5814017,988.5632,620.6849,0.52088046,1001.52765,625.01636,0.40908226,1043.0704,666.4133,0.70809805,1047.4948,636.1228,0.6029331,1054.3159,624.0901,0.5188807,1072.7391,685.33307,0.8770865,1095.4661,632.07336,0.55910206,1102.8883,666.81555,0.8500534,1152.8499,697.8603,0.7628919,1219.581,705.1336,0.95312095
5,953.46246,617.8625,0.54190004,986.4339,635.1432,0.5494138,996.4611,609.0159,0.5902681,987.64966,620.34344,0.5174354,1001.05273,625.0664,0.40334094,1042.9603,666.6047,0.7191321,1047.5203,635.4512,0.6042362,1049.0377,624.9955,0.5162855,1073.6652,684.8258,0.87059724,1095.6396,632.07086,0.55700326,1103.9362,666.81775,0.8510395,1153.4613,698.16534,0.7576754,1219.866,705.06726,0.9416364
6,953.29834,618.5132,0.5317344,985.8575,635.1285,0.54972696,996.6489,610.1535,0.6103759,987.0637,620.2283,0.5154042,1000.2265,624.84406,0.39008433,1042.2063,664.84796,0.70283026,1046.7266,635.16815,0.6169377,1048.6814,624.24414,0.49759394,1072.5957,684.1994,0.8824045,1091.5957,633.60004,0.5635698,1103.9452,667.2259,0.82482445,1158.439,699.0252,0.7741908,1219.1239,705.3196,0.9636164
7,953.1365,623.2002,0.571299,988.04614,636.2334,0.56600386,994.1891,610.5397,0.62148356,984.8821,621.7716,0.49420807,1002.0501,625.6887,0.38422647,1044.8708,664.5038,0.68974775,1047.6943,635.5688,0.5912736,1047.8488,622.5662,0.49041653,1075.8958,685.40265,0.87243307,1097.861,633.90765,0.5557752,1106.4148,668.4882,0.81146526,1159.0831,699.21326,0.75147235,1219.3127,705.36224,0.90688205
