scorer,DLC_HrnetW32_deeplabcut testApr6shuffle2_detector_130_snapshot_020,DLC_HrnetW32_deeplabcut testApr6shuffle2_detector_130_snapshot_020,DLC_HrnetW32_deeplabcut testApr6shuffle2_detector_130_snapshot_020,DLC_HrnetW32_deeplabcut testApr6shuffle2_detector_130_snapshot_020,DLC_HrnetW32_deeplabcut testApr6shuffle2_detector_130_snapshot_020,DLC_HrnetW32_deeplabcut testApr6shuffle2_detector_130_snapshot_020,DLC_HrnetW32_deeplabcut testApr6shuffle2_detector_130_snapshot_020,DLC_HrnetW32_deeplabcut testApr6shuffle2_detector_130_snapshot_020,DLC_HrnetW32_deeplabcut testApr6shuffle2_detector_130_snapshot_020,DLC_HrnetW32_deeplabcut testApr6shuffle2_detector_130_snapshot_020,DLC_HrnetW32_deeplabcut testApr6shuffle2_detector_130_snapshot_020,DLC_HrnetW32_deeplabcut testApr6shuffle2_detector_130_snapshot_020,DLC_HrnetW32_deeplabcut testApr6shuffle2_detector_130_snapshot_020,DLC_HrnetW32_deeplabcut testApr6shuffle2_detector_130_snapshot_020,DLC_HrnetW32_deeplabcut testApr6shuffle2_detector_130_snapshot_020,DLC_HrnetW32_deeplabcut testApr6shuffle2_detector_130_snapshot_020,DLC_HrnetW32_deeplabcut testApr6shuffle2_detector_130_snapshot_020,DLC_HrnetW32_deeplabcut testApr6shuffle2_detector_130_snapshot_020,DLC_HrnetW32_deeplabcut testApr6shuffle2_detector_130_snapshot_020,DLC_HrnetW32_deeplabcut testApr6shuffle2_detector_130_snapshot_020,DLC_HrnetW32_deeplabcut testApr6shuffle2_detector_130_snapshot_020,DLC_HrnetW32_deeplabcut testApr6shuffle2_detector_130_snapshot_020,DLC_HrnetW32_deeplabcut testApr6shuffle2_detector_130_snapshot_020,DLC_HrnetW32_deeplabcut testApr6shuffle2_detector_130_snapshot_020,DLC_HrnetW32_deeplabcut testApr6shuffle2_detector_130_snapshot_020,DLC_HrnetW32_deeplabcut testApr6shuffle2_detector_130_snapshot_020,DLC_HrnetW32_deeplabcut testApr6shuffle2_detector_130_snapshot_020,DLC_HrnetW32_deeplabcut testApr6shuffle2_detector_130_snapshot_020,DLC_HrnetW32_deeplabcut testApr6shuffle2_detector_130_snapshot_020,DLC_HrnetW32_deeplabcut testApr6shuffle2_detector_130_snapshot_020,DLC_HrnetW32_deeplabcut testApr6shuffle2_detector_130_snapshot_020,DLC_HrnetW32_deeplabcut testApr6shuffle2_detector_130_snapshot_020,DLC_HrnetW32_deeplabcut testApr6shuffle2_detector_130_snapshot_020,DLC_HrnetW32_deeplabcut testApr6shuffle2_detector_130_snapshot_020,DLC_HrnetW32_deeplabcut testApr6shuffle2_detector_130_snapshot_020,DLC_HrnetW32_deeplabcut testApr6shuffle2_detector_130_snapshot_020,DLC_HrnetW32_deeplabcut testApr6shuffle2_detector_130_snapshot_020,DLC_HrnetW32_deeplabcut testApr6shuffle2_detector_130_snapshot_020,DLC_HrnetW32_deeplabcut testApr6shuffle2_detector_130_snapshot_020
bodyparts,nose,nose,nose,left_ear,left_ear,left_ear,right_ear,right_ear,right_ear,head,head,head,neck,neck,neck,left_center,left_center,left_center,center,center,center,right_center,right_center,right_center,left_butt,left_butt,left_butt,right_butt,right_butt,right_butt,tail_start,tail_start,tail_start,tail_mid,tail_mid,tail_mid,tail_end,tail_end,tail_end
coords,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood
0,748.4047,643.6104,0.6723243,782.30035,639.2275,0.62129956,777.17566,609.52136,0.63985693,773.0268,629.9096,0.57147527,787.6308,615.53937,0.45087394,841.546,636.6181,0.70281535,826.6319,603.00555,0.6664614,814.01263,587.8617,0.4643127,871.71497,625.7872,0.75265825,868.51166,575.0299,0.66208494,896.4105,601.136,0.7699507,951.1273,604.88824,0.70698607,1002.83856,606.3971,0.924895
1,748.4047,645.9434,0.63940215,782.30035,642.7822,0.62317216,777.17566,613.8753,0.65829104,773.0268,631.45703,0.552153,787.6308,622.4413,0.449279,841.546,637.55286,0.72533065,826.6319,606.51215,0.63958824,814.01263,588.50714,0.43337968,875.8947,625.91785,0.7279653,868.51166,576.61096,0.6449505,896.4105,601.5496,0.7353226,951.1273,606.54535,0.6672588,1002.83856,618.13165,0.6705641
2,748.4047,647.7697,0.61283714,782.30035,648.7631,0.60968983,777.17566,618.4419,0.6309749,773.0268,635.0896,0.5388004,787.6308,623.11725,0.44560334,841.546,638.411,0.76547164,826.6319,606.8855,0.6743558,814.01263,589.91455,0.4430333,875.8947,627.43365,0.7554334,868.51166,579.6898,0.5946917,896.4105,603.9615,0.7699528,951.1273,606.54535,0.6166279,1012.76636,618.13165,0.71869373
3,737.1934,650.28986,0.71240455,773.8783,649.5436,0.56375146,768.02075,619.23804,0.5950153,762.3249,637.7407,0.42225227,785.2768,629.937,0.44346145,838.224,639.0541,0.66833675,820.932,615.04004,0.67652106,811.68756,599.3022,0.41323578,871.71497,627.43365,0.7538235,867.67285,580.6975,0.53152597,893.5323,605.26495,0.71421653,948.1334,604.9716,0.17975391,1002.83856,606.3971,0.030297332
4,734.96515,654.3101,0.6059588,771.6572,658.35034,0.6198798,767.44196,626.26807,0.6413728,761.14056,643.564,0.54928315,783.1013,630.3427,0.45430976,834.9925,645.2095,0.7630819,818.41876,615.90466,0.66740733,808.1538,602.1935,0.45478985,871.2084,634.0893,0.82208014,859.6777,586.5937,0.6067858,883.6578,605.77856,0.75305915,931.1078,604.88824,0.6664134,861.11365,599.4797,0.78525746
5,731.69305,654.3101,0.7537342,771.6572,658.35034,0.5707144,767.44196,626.73944,0.6040748,761.14056,643.564,0.415492,779.8277,633.3557,0.38661352,833.0966,646.4086,0.68066204,818.41876,620.4385,0.6673097,804.2902,602.99585,0.4505226,871.2084,634.0893,0.7348791,857.7382,589.1226,0.45693567,883.6459,606.79095,0.6615772,919.86566,603.10443,0.14204417,861.11365,599.4797,0.055605993
6,731.69305,654.3101,0.7613545,771.6572,658.35034,0.5886238,767.44196,626.73944,0.6127559,761.14056,643.564,0.41546014,779.8277,633.3557,0.40327585,833.0966,646.4086,0.66827524,817.8697,620.4385,0.687386,804.2902,602.99585,0.47009996,871.2084,634.55945,0.74426,857.7382,589.1226,0.5230575,883.6459,607.55664,0.7324873,919.86566,601.8345,0.14895575,924.78296,599.4797,0.0595559
7,731.69305,652.7928,0.7548215,772.4349,654.6042,0.6136876,768.9299,626.73944,0.66828406,763.5296,641.94165,0.42781255,779.8277,633.3557,0.43790498,833.0966,645.57324,0.68465185,818.41876,620.4385,0.7131527,804.2902,602.99585,0.48623127,871.46735,634.55945,0.77779627,857.8033,589.1226,0.5281518,883.6459,607.55664,0.78839624,919.86566,601.8345,0.24651821,924.78296,597.48517,0.06512943
