step,losses/eval.bodypart_heatmap,losses/eval.bodypart_locref,losses/eval.bodypart_total_loss,losses/eval.total_loss,losses/train.bodypart_heatmap,losses/train.bodypart_locref,losses/train.bodypart_total_loss,losses/train.total_loss,metrics/test.mAP,metrics/test.mAR,metrics/test.rmse,metrics/test.rmse_pcutoff
28,,,,,0.0011335356393828988,0.07771708071231842,0.0025096950121223927,0.0025096950121223927,,,,
29,,,,,0.0011039813980460167,0.07437605410814285,0.0024113920517265797,0.0024113920517265797,,,,
30,0.0012928185751661658,0.15513840317726135,0.004524869844317436,0.004524869844317436,0.0011004408588632941,0.0698513612151146,0.002296504797413945,0.002296504797413945,100.0,100.0,5.55978276179387,5.711251395089286
31,,,,,0.0010822529438883066,0.07122765481472015,0.0023218179121613503,0.0023218179121613503,,,,
32,,,,,0.0010320786386728287,0.0684758797287941,0.0022279364056885242,0.0022279364056885242,,,,
33,,,,,0.0010132890893146396,0.06894540786743164,0.002230279613286257,0.002230279613286257,,,,
34,,,,,0.0010020340560004115,0.06953225284814835,0.002239323453977704,0.002239323453977704,,,,
35,,,,,0.0009580260957591236,0.06198335438966751,0.002028596820309758,0.002028596820309758,,,,
36,,,,,0.0009487603092566133,0.06003187969326973,0.001975177088752389,0.001975177088752389,,,,
37,,,,,0.0009206334361806512,0.062239937484264374,0.0020163152366876602,0.0020163152366876602,,,,
38,,,,,0.0008906928123906255,0.061089105904102325,0.0019725740421563387,0.0019725740421563387,,,,
39,,,,,0.0009357139351777732,0.05979990214109421,0.0019628547597676516,0.0019628547597676516,,,,
40,0.0012470826040953398,0.14470407366752625,0.004241143353283405,0.004241143353283405,0.0008948977920226753,0.059368718415498734,0.001931666978634894,0.001931666978634894,100.0,100.0,5.549415588378906,5.563431085324755
41,,,,,0.0008753716247156262,0.05666179582476616,0.0018542306497693062,0.0018542306497693062,,,,
42,,,,,0.0008500071126036346,0.056396592408418655,0.001834918512031436,0.001834918512031436,,,,
43,,,,,0.0008116814424283803,0.056445442140102386,0.0018169768154621124,0.0018169768154621124,,,,
44,,,,,0.0008282221970148385,0.05495622009038925,0.0017880166415125132,0.0017880166415125132,,,,
45,,,,,0.0007921961951069534,0.051795594394207,0.001690987846814096,0.001690987846814096,,,,
46,,,,,0.0008089997572824359,0.05377361923456192,0.0017488403245806694,0.0017488403245806694,,,,
47,,,,,0.0007919588824734092,0.05231727287173271,0.0017039112281054258,0.0017039112281054258,,,,
48,,,,,0.0007812416879460216,0.05197810009121895,0.0016900735208764672,0.0016900735208764672,,,,
49,,,,,0.0007594799972139299,0.050593990832567215,0.001644589938223362,0.001644589938223362,,,,
50,0.0011322975624352694,0.14961983263492584,0.004306644666939974,0.004306644666939974,0.0007423758506774902,0.048579707741737366,0.0015856804093346,0.0015856804093346,100.0,100.0,5.608208876389724,5.584999832452512
51,,,,,0.0007365529891103506,0.0502905435860157,0.0016255403170362115,0.0016255403170362115,,,,
52,,,,,0.0007428351673297584,0.04949560761451721,0.0016088079428300261,0.0016088079428300261,,,,
53,,,,,0.0007170884637162089,0.04970071464776993,0.0016010621329769492,0.0016010621329769492,,,,
54,,,,,0.0007027837564237416,0.047866497188806534,0.0015480542788282037,0.0015480542788282037,,,,
55,,,,,0.0006903551984578371,0.044554807245731354,0.0014590477803722024,0.0014590477803722024,,,,
56,,,,,0.0006716129137203097,0.04426070302724838,0.001442324137315154,0.001442324137315154,,,,
57,,,,,0.0006944012129679322,0.047754280269145966,0.001541057601571083,0.001541057601571083,,,,
58,,,,,0.0006573933060280979,0.04522521421313286,0.001459327177144587,0.001459327177144587,,,,
59,,,,,0.0006604556110687554,0.0453597828745842,0.0014642223250120878,0.0014642223250120878,,,,
60,0.001085958443582058,0.1383759081363678,0.004002376925200224,0.004002376925200224,0.0006398691912181675,0.043592121452093124,0.0014097376260906458,0.0014097376260906458,100.0,100.0,5.257178086500901,5.257178086500901
61,,,,,0.0006162767531350255,0.04128839820623398,0.0013403482735157013,0.0013403482735157013,,,,
62,,,,,0.0006271726451814175,0.040638264268636703,0.0013295429525896907,0.0013295429525896907,,,,
63,,,,,0.0006175304879434407,0.03930959850549698,0.0012915051775053144,0.0012915051775053144,,,,
64,,,,,0.0006156868184916675,0.04042603820562363,0.0013184943236410618,0.0013184943236410618,,,,
65,,,,,0.0006100883474573493,0.04005563631653786,0.0013064350932836533,0.0013064350932836533,,,,
66,,,,,0.0005897022201679647,0.04333179444074631,0.0013781457673758268,0.0013781457673758268,,,,
67,,,,,0.0005907876184210181,0.041976965963840485,0.0013448180397972465,0.0013448180397972465,,,,
68,,,,,0.000582573760766536,0.03840901330113411,0.001251511974260211,0.001251511974260211,,,,
69,,,,,0.000595819903537631,0.03850012645125389,0.0012604130897670984,0.0012604130897670984,,,,
70,0.001028188387863338,0.14413312077522278,0.004117422271519899,0.004117422271519899,0.0005654729320667684,0.03786209970712662,0.00122928898781538,0.00122928898781538,100.0,100.0,5.140590374286358,5.140590374286358
71,,,,,0.0005537930992431939,0.03886758163571358,0.0012485862243920565,0.0012485862243920565,,,,
72,,,,,0.0005364656681194901,0.03665930777788162,0.0011847155401483178,0.0011847155401483178,,,,
73,,,,,0.0005435293423943222,0.03622718155384064,0.0011774443555623293,0.0011774443555623293,,,,
74,,,,,0.0005246816435828805,0.03744842857122421,0.0011985513847321272,0.0011985513847321272,,,,
75,,,,,0.0005194566329009831,0.03555504232645035,0.0011486044386401772,0.0011486044386401772,,,,
76,,,,,0.0005347229307517409,0.037092991173267365,0.0011946862796321511,0.0011946862796321511,,,,
77,,,,,0.0005215216660872102,0.03526471182703972,0.0011423786636441946,0.0011423786636441946,,,,
78,,,,,0.0005171564989723265,0.03633058816194534,0.0011668428778648376,0.0011668428778648376,,,,
79,,,,,0.0004969044821336865,0.033729374408721924,0.0010916866594925523,0.0010916866594925523,,,,
80,0.0009727407013997436,0.1364399939775467,0.0038973703049123287,0.0038973703049123287,0.0005049955798313022,0.032052986323833466,0.00105382245965302,0.00105382245965302,100.0,100.0,5.151798541729267,5.151798541729267
81,,,,,0.0004852191486861557,0.03166647255420685,0.0010342714376747608,0.0010342714376747608,,,,
82,,,,,0.00048118867562152445,0.031182989478111267,0.0010201691184192896,0.0010201691184192896,,,,
83,,,,,0.00047446228563785553,0.030465444549918175,0.0009988673264160752,0.0009988673264160752,,,,
84,,,,,0.00048068174510262907,0.03203202039003372,0.0010411411058157682,0.0010411411058157682,,,,
85,,,,,0.0004772048559971154,0.03167378157377243,0.0010304469615221024,0.0010304469615221024,,,,
86,,,,,0.0005021961987949908,0.03357561305165291,0.0010904883965849876,0.0010904883965849876,,,,
87,,,,,0.0004740666481666267,0.03269544988870621,0.0010544195538386703,0.0010544195538386703,,,,
88,,,,,0.0004702832957264036,0.03221312165260315,0.0010404696222394705,0.0010404696222394705,,,,
89,,,,,0.0004756340349558741,0.030170273035764694,0.0009920737938955426,0.0009920737938955426,,,,
90,0.0009188499534502625,0.11877793818712234,0.0034288736060261726,0.0034288736060261726,0.00046692052274011075,0.03151942044496536,0.0010214459616690874,0.0010214459616690874,100.0,100.0,4.711358877328726,4.711358877328726
91,,,,,0.00045186461647972465,0.029955169185996056,0.0009748116135597229,0.0009748116135597229,,,,
92,,,,,0.0004493960295803845,0.03146395832300186,0.0010112968739122152,0.0010112968739122152,,,,
93,,,,,0.00044328527292236686,0.031993888318538666,0.0010214897338300943,0.0010214897338300943,,,,
94,,,,,0.00043176813051104546,0.03041628934442997,0.0009762913105078042,0.0009762913105078042,,,,
95,,,,,0.00044603770948015153,0.03123188391327858,0.0010038160253316164,0.0010038160253316164,,,,
96,,,,,0.00044022747897543013,0.03147633373737335,0.0010070221032947302,0.0010070221032947302,,,,
97,,,,,0.00044096712372265756,0.030253589153289795,0.000976823503151536,0.000976823503151536,,,,
98,,,,,0.000431061809649691,0.028545865789055824,0.0009291775641031563,0.0009291775641031563,,,,
99,,,,,0.0004242265713401139,0.02728206291794777,0.0008941648411564529,0.0008941648411564529,,,,
100,0.0009467252530157566,0.13117831945419312,0.003752820659428835,0.003752820659428835,0.00042061335989274085,0.02730219066143036,0.0008928614552132785,0.0008928614552132785,100.0,100.0,5.065123924842248,5.065123924842248
101,,,,,0.00042263412615284324,0.02759478986263275,0.0009011868387460709,0.0009011868387460709,,,,
102,,,,,0.0004075667238794267,0.027467358857393265,0.0008904673159122467,0.0008904673159122467,,,,
103,,,,,0.0004114772309549153,0.027758490294218063,0.0008997009135782719,0.0008997009135782719,,,,
104,,,,,0.00041861337376758456,0.027345407754182816,0.000892941839993,0.000892941839993,,,,
105,,,,,0.0004045531968586147,0.027766669169068336,0.0008964434382505715,0.0008964434382505715,,,,
106,,,,,0.00039384575211443007,0.026590636000037193,0.0008616888662800193,0.0008616888662800193,,,,
107,,,,,0.0003801892453338951,0.022737447172403336,0.000758530804887414,0.000758530804887414,,,,
108,,,,,0.00038239359855651855,0.025030191987752914,0.0008169516804628074,0.0008169516804628074,,,,
109,,,,,0.0003977990709245205,0.026063676923513412,0.0008504915167577565,0.0008504915167577565,,,,
110,0.0009481313754804432,0.12920084595680237,0.0037040868774056435,0.0037040868774056435,0.0003844337188638747,0.024693433195352554,0.0008095527882687747,0.0008095527882687747,100.0,100.0,5.189530005821815,5.189530005821815
111,,,,,0.0003894871042575687,0.024862706661224365,0.0008163112215697765,0.0008163112215697765,,,,
112,,,,,0.0003737628576345742,0.023696305230259895,0.0007792889955453575,0.0007792889955453575,,,,
113,,,,,0.0003796143864747137,0.02433541975915432,0.0007981928065419197,0.0007981928065419197,,,,
114,,,,,0.0003847176267299801,0.023681292310357094,0.0007843909552320838,0.0007843909552320838,,,,
115,,,,,0.00037103757495060563,0.0237555094063282,0.0007794065750204027,0.0007794065750204027,,,,
116,,,,,0.00036787422141060233,0.022262075915932655,0.0007404889911413193,0.0007404889911413193,,,,
117,,,,,0.00037107785465195775,0.022372180595993996,0.0007448433898389339,0.0007448433898389339,,,,
118,,,,,0.0003565190709196031,0.022274572402238846,0.0007351238164119422,0.0007351238164119422,,,,
119,,,,,0.0003633683663792908,0.02275850437581539,0.0007506468100473285,0.0007506468100473285,,,,
120,0.000881195068359375,0.12634675204753876,0.0035992665216326714,0.0035992665216326714,0.00036696874303743243,0.02265547588467598,0.0007498713675886393,0.0007498713675886393,100.0,100.0,5.144524207481971,5.144524207481971
121,,,,,0.0003550778201315552,0.022185485810041428,0.0007321760640479624,0.0007321760640479624,,,,
122,,,,,0.00035450980067253113,0.02241520956158638,0.000737635069526732,0.000737635069526732,,,,
123,,,,,0.00035652093356475234,0.024040278047323227,0.0007792674005031586,0.0007792674005031586,,,,
124,,,,,0.0003463153261691332,0.023085519671440125,0.0007502956432290375,0.0007502956432290375,,,,
125,,,,,0.0003513931587804109,0.023120319470763206,0.0007537045748904347,0.0007537045748904347,,,,
126,,,,,0.0003444597532507032,0.02200084552168846,0.0007222510175779462,0.0007222510175779462,,,,
127,,,,,0.00033319034264422953,0.020144766196608543,0.0006702143000438809,0.0006702143000438809,,,,
128,,,,,0.0003426903276704252,0.02273409068584442,0.000739697425160557,0.000739697425160557,,,,
129,,,,,0.00034496147418394685,0.02141905017197132,0.0007079570787027478,0.0007079570787027478,,,,
130,0.0008743414655327797,0.12008728832006454,0.003439352847635746,0.003439352847635746,0.0003307917504571378,0.021206900477409363,0.0006955683347769082,0.0006955683347769082,100.0,100.0,4.99546872652494,4.99546872652494
131,,,,,0.00033052469370886683,0.02137697860598564,0.0006996869342401624,0.0006996869342401624,,,,
132,,,,,0.0003338260285090655,0.024884484708309174,0.0007890251581557095,0.0007890251581557095,,,,
133,,,,,0.0003373321960680187,0.02445273846387863,0.0007799845770932734,0.0007799845770932734,,,,
134,,,,,0.00033826142316684127,0.02336456999182701,0.000753244967199862,0.000753244967199862,,,,
135,,,,,0.0003270978922955692,0.020917166024446487,0.000686478044372052,0.000686478044372052,,,,
136,,,,,0.000327488494804129,0.021063275635242462,0.0006903260946273804,0.0006903260946273804,,,,
137,,,,,0.0003339601098559797,0.022383717820048332,0.000726573052816093,0.000726573052816093,,,,
138,,,,,0.00031956814927980304,0.021365998312830925,0.0006939340382814407,0.0006939340382814407,,,,
139,,,,,0.0003190033894497901,0.020802771672606468,0.0006795710069127381,0.0006795710069127381,,,,
140,0.0008741667261347175,0.12151813507080078,0.0034750367049127817,0.0034750367049127817,0.00032244325848296285,0.02095714770257473,0.0006851503858342767,0.0006851503858342767,100.0,100.0,4.949498690091646,4.949498690091646
141,,,,,0.00032165326410904527,0.020714763551950455,0.0006786957383155823,0.0006786957383155823,,,,
142,,,,,0.00032413750886917114,0.02078680507838726,0.0006817390094511211,0.0006817390094511211,,,,
143,,,,,0.0003079223388340324,0.018908601254224777,0.0006266762502491474,0.0006266762502491474,,,,
144,,,,,0.0003153217548970133,0.02038184180855751,0.0006672069430351257,0.0006672069430351257,,,,
145,,,,,0.0003076394787058234,0.019788607954978943,0.0006485349731519818,0.0006485349731519818,,,,
146,,,,,0.0003009680367540568,0.01940751262009144,0.0006356717785820365,0.0006356717785820365,,,,
147,,,,,0.0003096043656114489,0.020161356776952744,0.0006588361575268209,0.0006588361575268209,,,,
148,,,,,0.00030677177710458636,0.0188542939722538,0.0006247432320378721,0.0006247432320378721,,,,
149,,,,,0.0002939066616818309,0.0179740022867918,0.0005963033763691783,0.0005963033763691783,,,,
150,0.0008411228773184121,0.12581424415111542,0.0035659174900501966,0.0035659174900501966,0.000294738681986928,0.018850471824407578,0.0006186311366036534,0.0006186311366036534,100.0,100.0,4.931847205528846,4.931847205528846
151,,,,,0.00029343488859012723,0.01917153224349022,0.0006260058144107461,0.0006260058144107461,,,,
152,,,,,0.00029591232305392623,0.017861684784293175,0.0005944982985965908,0.0005944982985965908,,,,
153,,,,,0.0002931311901193112,0.017475740984082222,0.0005834590410813689,0.0005834590410813689,,,,
154,,,,,0.0002922089188359678,0.01791292615234852,0.0005939275724813342,0.0005939275724813342,,,,
155,,,,,0.0002953310904558748,0.01836797036230564,0.0006068648071959615,0.0006068648071959615,,,,
156,,,,,0.0002945768355857581,0.016543138772249222,0.0005608668434433639,0.0005608668434433639,,,,
157,,,,,0.0002899325918406248,0.016015294939279556,0.0005453486810438335,0.0005453486810438335,,,,
158,,,,,0.0002866351860575378,0.01652424782514572,0.000556423794478178,0.000556423794478178,,,,
159,,,,,0.00029044225811958313,0.016100183129310608,0.0005477257655002177,0.0005477257655002177,,,,
160,0.0008916521328501403,0.1298045814037323,0.003690940560773015,0.003690940560773015,0.0002765965764410794,0.01647840067744255,0.0005502583226189017,0.0005502583226189017,100.0,100.0,5.2115607628455525,5.2115607628455525
161,,,,,0.0002731391286943108,0.01569727063179016,0.0005290013505145907,0.0005290013505145907,,,,
162,,,,,0.00027465756284072995,0.015345854684710503,0.0005209752125665545,0.0005209752125665545,,,,
163,,,,,0.00026194279780611396,0.013561601750552654,0.0004700114077422768,0.0004700114077422768,,,,
164,,,,,0.00026323209749534726,0.013740131631493568,0.00047511933371424675,0.00047511933371424675,,,,
165,,,,,0.0002602952881716192,0.012967179529368877,0.0004543271497823298,0.0004543271497823298,,,,
166,,,,,0.0002582375018391758,0.013938683085143566,0.0004775858542416245,0.0004775858542416245,,,,
167,,,,,0.00025962197105400264,0.013208189979195595,0.0004600157553795725,0.0004600157553795725,,,,
168,,,,,0.00025750737404450774,0.01386081613600254,0.0004752740787807852,0.0004752740787807852,,,,
169,,,,,0.0002527342294342816,0.012028183788061142,0.00042707170359790325,0.00042707170359790325,,,,
170,0.00085204973584041,0.12600365281105042,0.003576116170734167,0.003576116170734167,0.0002574396494310349,0.01297982968389988,0.0004532155580818653,0.0004532155580818653,100.0,100.0,5.064019423264724,5.064019423264724
171,,,,,0.0002536344691179693,0.01299428753554821,0.00045167439384385943,0.00045167439384385943,,,,
172,,,,,0.0002577585109975189,0.012562875635921955,0.0004429511318448931,0.0004429511318448931,,,,
173,,,,,0.00026565935695543885,0.013930795714259148,0.0004810996470041573,0.0004810996470041573,,,,
174,,,,,0.000254060112638399,0.012510403990745544,0.0004397901357151568,0.0004397901357151568,,,,
175,,,,,0.000260105705820024,0.013057420961558819,0.00045648840023204684,0.00045648840023204684,,,,
176,,,,,0.00026192181394435465,0.012296791188418865,0.00043838066630996764,0.00043838066630996764,,,,
177,,,,,0.0002637102152220905,0.013848555274307728,0.00047806897782720625,0.00047806897782720625,,,,
178,,,,,0.00025572493905201554,0.012552286498248577,0.00044166966108605266,0.00044166966108605266,,,,
179,,,,,0.00026645674370229244,0.013796485960483551,0.00047814048593863845,0.00047814048593863845,,,,
180,0.0008591738296672702,0.12926509976387024,0.003661214839667082,0.003661214839667082,0.00025938631733879447,0.013146504759788513,0.0004583558184094727,0.0004583558184094727,100.0,100.0,5.184766916128305,5.184766916128305
181,,,,,0.00025459934840910137,0.011681733652949333,0.00041934303590096533,0.00041934303590096533,,,,
182,,,,,0.0002541850262787193,0.012264296412467957,0.0004336999845691025,0.0004336999845691025,,,,
183,,,,,0.00025235654902644455,0.011996062472462654,0.00042607978684827685,0.00042607978684827685,,,,
184,,,,,0.000258925196249038,0.013070139102637768,0.00045621610479429364,0.00045621610479429364,,,,
185,,,,,0.0002591735974419862,0.01322530023753643,0.00046021933667361736,0.00046021933667361736,,,,
186,,,,,0.0002700733602978289,0.01428578607738018,0.0004921812796965241,0.0004921812796965241,,,,
187,,,,,0.00025704194558784366,0.012684273533523083,0.00044562778202816844,0.00044562778202816844,,,,
188,,,,,0.0002543047012295574,0.012452458962798119,0.0004384638159535825,0.0004384638159535825,,,,
189,,,,,0.00025695128715597093,0.01295091025531292,0.00045224837958812714,0.00045224837958812714,,,,
190,0.0008652475080452859,0.1295294165611267,0.0036708591505885124,0.0036708591505885124,0.00025907251983880997,0.01218772865831852,0.0004342294705566019,0.0004342294705566019,100.0,100.0,5.131705650916467,5.131705650916467
191,,,,,0.000256622297456488,0.012396285310387611,0.0004382182960398495,0.0004382182960398495,,,,
192,,,,,0.00025102944346144795,0.01183384284377098,0.00042136083357036114,0.00042136083357036114,,,,
193,,,,,0.0002579563297331333,0.012326865456998348,0.000437149778008461,0.000437149778008461,,,,
194,,,,,0.0002535825769882649,0.012241152115166187,0.00043282011756673455,0.00043282011756673455,,,,
195,,,,,0.0002540282439440489,0.01240442506968975,0.00043712477781809866,0.00043712477781809866,,,,
196,,,,,0.0002526665339246392,0.012720051221549511,0.0004443345533218235,0.0004443345533218235,,,,
197,,,,,0.00025493267457932234,0.012147216126322746,0.0004311467637307942,0.0004311467637307942,,,,
198,,,,,0.00025425056810490787,0.011354746297001839,0.0004109939618501812,0.0004109939618501812,,,,
199,,,,,0.00025373155949637294,0.01277422159910202,0.00044622126733884215,0.00044622126733884215,,,,
200,0.0008619417785666883,0.1285506933927536,0.0036447381135076284,0.0036447381135076284,0.00025509935221634805,0.012827364727854729,0.00044823382631875575,0.00044823382631875575,100.0,100.0,5.120154160719651,5.120154160719651
